C1,C2,C5,C8,C10,C11,C12,C16,C17,C20,C23,C25,C29,C30,C32,C36,C44,N2,N3,N4,N5,N7,N11,N12,N13,N14,N15,N16,N20,N21,N22,N24,N25,N27,N30,N31,SalePrice
120,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,Plywood,Gd,Gd,No,Gd,Y,Gd,RFn,Normal,8012,6,5,1992,0,1575,1575,0,0,1575,1,2,1,5,1992,2,0,0,0,179200
90,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Unf,Family,9297,5,5,1976,0,1728,1728,0,0,1728,2,4,2,8,1976,2,0,0,0,188000
20,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,HdBoard,TA,Gd,No,Gd,Y,Gd,Unf,Normal,10000,5,6,1973,0,1176,1178,0,0,1178,0,3,1,5,1973,2,224,0,0,157000
20,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Ex,Fin,Normal,9591,8,5,2004,262,1713,1713,0,0,1713,1,3,1,7,2004,3,0,0,170,274900
120,FV,IR2,Inside,Somerst,Norm,Norm,CompShg,MetalSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,4282,7,5,2004,0,1391,1391,0,0,1391,0,2,1,5,2004,2,156,0,0,196000
20,RL,Reg,Inside,Sawyer,RRAe,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8450,5,8,1965,0,894,894,0,0,894,1,3,1,5,1973,1,416,0,0,138500
60,RL,IR1,Corner,NoRidge,Norm,Norm,WdShngl,HdBoard,Ex,Ex,Gd,Ex,Y,Ex,Fin,Normal,21535,10,6,1994,1170,2444,2444,1872,0,4316,0,4,1,10,1994,3,382,0,0,755000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,3635,7,5,2007,130,1386,1569,0,0,1569,0,1,1,7,2007,3,143,0,0,175900
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,Unf,Normal,8450,7,5,2004,266,1436,1436,0,0,1436,1,3,1,8,2004,2,139,0,0,210000
60,RL,IR1,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,Gd,Gd,Mn,Ex,Y,Gd,Fin,Abnorml,10041,8,5,1992,0,908,927,988,0,1915,1,3,1,8,1992,2,120,0,0,220000
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,Gd,Gd,Ex,Y,Gd,RFn,Normal,9350,6,7,1964,108,1302,1302,0,0,1302,0,3,1,7,1964,1,333,0,0,158000
60,RL,IR1,CulDSac,NWAmes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,RFn,Normal,14803,6,5,1971,252,825,1097,896,0,1993,0,4,1,8,1971,2,0,0,0,190000
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,HdBoard,TA,TA,Av,TA,Y,TA,Unf,Normal,7180,5,7,1972,0,864,864,0,0,864,0,3,1,5,1989,1,0,0,0,127000
20,RL,IR1,Corner,0mes,Norm,Norm,CompShg,BrkFace,TA,TA,No,Gd,Y,TA,RFn,Normal,11425,5,6,1954,0,1008,1008,0,0,1008,0,2,1,4,1954,1,0,0,0,137000
30,RM,Reg,Corner,OldTown,Artery,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,4608,4,6,1945,0,747,747,0,0,747,0,2,1,4,1945,1,0,0,0,80000
120,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,6792,7,5,2005,94,1368,1368,0,0,1368,0,2,1,6,2005,2,132,0,0,202665
20,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,CemntBd,TA,TA,No,Ex,Y,Gd,Fin,Normal,14442,6,7,1957,106,1477,1839,0,0,1839,1,3,1,7,1957,2,0,0,200,257500
160,FV,IR1,Inside,Somerst,Norm,Norm,CompShg,MetalSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,4017,7,5,2006,0,625,625,625,0,1250,0,2,1,5,2006,2,0,0,0,171900
20,RL,IR1,CulDSac,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,TA,Y,TA,RFn,Normal,12772,6,8,1960,0,958,958,0,0,958,0,2,1,5,1960,1,0,0,0,151500
85,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,Av,TA,Y,TA,Unf,Normal,10205,5,5,1962,0,925,999,0,0,999,1,3,1,6,1962,1,150,0,0,134500
85,RL,IR1,Corner,Mitchel,Norm,Norm,CompShg,Plywood,TA,Gd,Av,Ex,Y,Gd,Fin,Normal,9101,5,6,1978,104,1097,1110,0,0,1110,1,1,1,4,1978,2,303,0,0,165500
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,Fa,No,Ex,Y,TA,Unf,Abnorml,9600,5,7,1910,0,264,768,664,0,1432,0,2,1,7,1910,2,270,0,0,132000
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,9000,8,5,2008,36,1566,1566,0,0,1566,1,3,1,7,2008,2,144,0,0,262500
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,10574,8,5,2005,0,1082,1082,871,0,1953,0,3,1,9,2005,3,160,0,0,252000
50,RL,Reg,Inside,OldTown,Norm,Norm,CompShg,HdBoard,TA,Fa,No,Ex,Y,TA,Unf,Normal,10410,5,7,1916,0,660,808,704,144,1656,0,3,1,8,1916,1,0,140,0,135000
70,RH,Reg,Inside,Edwards,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,TA,N,TA,Unf,Normal,6629,6,6,1925,0,672,697,672,0,1369,1,3,1,6,1930,1,147,0,0,103600
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8750,7,5,1996,0,880,909,807,0,1716,0,2,1,7,1996,2,0,0,0,191000
190,RM,IR1,Inside,OldTown,Feedr,Norm,CompShg,Wd Sdng,Fa,TA,No,TA,N,TA,Unf,Normal,10120,7,4,1910,0,925,964,925,0,1889,0,4,2,9,1960,1,0,0,0,122000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,9503,5,5,1958,0,1024,1344,0,0,1344,1,2,1,6,1970,1,316,0,0,144000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,HdBoard,TA,Gd,Mn,TA,Y,TA,No,Abnorml,10712,5,5,1991,0,974,974,0,0,974,0,3,1,5,0,0,0,0,0,93500
20,RL,Reg,Inside,Somerst,Feedr,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,9612,8,5,2008,72,1468,1468,0,0,1468,0,3,1,6,2008,3,210,0,0,244600
50,RL,IR2,Inside,ClearCr,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,45600,6,8,1908,0,907,1307,1051,0,2358,0,5,1,10,1908,2,486,0,175,240000
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,8556,7,5,2006,0,1240,1240,0,0,1240,0,2,1,5,2006,3,140,0,0,194000
70,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,9000,7,9,1920,0,650,832,650,0,1482,0,3,1,7,1930,2,0,0,0,143000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Fin,Normal,5868,5,7,1956,0,936,936,0,0,936,1,2,1,4,1956,1,0,0,160,129000
20,RL,IR1,Inside,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,No,Ex,Y,TA,RFn,Normal,11751,6,6,1977,480,1844,1844,0,0,1844,0,3,1,7,1977,2,0,0,0,190000
50,RL,Reg,Inside,0mes,Feedr,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,11344,5,5,1958,180,874,874,650,0,1524,0,3,1,7,1958,1,0,0,0,144000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Normal,9464,6,7,1958,135,1080,1080,0,0,1080,0,3,1,5,1958,1,0,0,130,136000
50,RL,Reg,Corner,Crawfor,Norm,Norm,CompShg,Wd Sdng,Gd,TA,No,Gd,Y,Gd,Unf,Normal,7642,7,8,1918,0,912,912,514,0,1426,0,3,1,7,1925,1,0,0,0,189950
60,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,Plywood,Gd,Gd,Av,Gd,Y,Gd,Fin,Normal,11287,7,6,1989,340,807,1175,807,0,1982,0,3,1,7,1989,2,0,196,0,228500
20,RL,IR1,Inside,0mes,Norm,Norm,Tar&Grv,Wd Sdng,Gd,TA,Gd,Ex,Y,Gd,Unf,Normal,15865,8,6,1970,0,2217,2217,0,0,2217,1,4,1,8,1970,2,81,0,224,268000
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,1680,6,5,1973,158,483,483,504,0,987,1,2,1,5,1973,1,0,0,0,100000
90,RL,IR1,Inside,Sawyer,Feedr,RRAe,CompShg,Plywood,TA,Gd,No,Ex,Y,TA,RFn,Normal,18890,5,5,1977,1,1361,1361,1259,0,2620,0,4,2,12,1977,2,155,0,0,190000
90,RL,Reg,Corner,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,Unf,Abnorml,11475,5,5,1958,95,1584,1776,0,0,1776,1,4,2,9,1968,3,0,0,0,110000
50,RL,IR1,Inside,Crawfor,Norm,Norm,CompShg,BrkFace,Gd,Gd,No,Gd,Y,Gd,Fin,Normal,11500,7,7,1936,0,1017,1020,1037,0,2057,0,3,1,6,1936,1,0,0,322,250000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Fin,Normal,14850,5,5,1957,0,1092,1092,0,0,1092,1,2,1,6,1957,1,268,0,122,141000
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Partial,11175,7,5,2007,0,1316,1316,0,0,1316,0,3,1,6,2007,2,0,0,0,200141
60,RL,Reg,CulDSac,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,RFn,Normal,12384,7,7,1976,233,793,1142,793,0,1935,0,3,1,7,1976,2,0,0,0,197900
20,RL,IR1,CulDSac,Mitchel,Norm,Norm,CompShg,CemntBd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,13265,8,5,2002,148,1568,1689,0,0,1689,1,3,1,7,2002,3,150,0,0,271000
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Gd,Y,Gd,RFn,Normal,9317,6,5,2006,0,1314,1314,0,0,1314,0,3,1,6,2006,2,0,0,0,176432
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,10665,7,5,2003,167,1453,1479,0,0,1479,1,3,1,7,2003,2,144,0,0,226000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,9313,7,5,2004,0,864,864,864,0,1728,0,3,1,7,2004,2,187,0,0,190000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,Gd,TA,No,TA,Y,Gd,RFn,Abnorml,8400,6,9,1962,237,1319,1537,0,0,1537,1,3,1,7,1962,2,0,0,0,174000
160,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,MetalSd,TA,Gd,No,Gd,Y,TA,Unf,Normal,2280,7,5,1999,360,744,757,744,0,1501,0,3,1,6,1999,2,0,0,0,179400
20,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Unf,Normal,8450,7,5,2000,108,1349,1349,0,0,1349,0,3,1,6,2000,2,120,0,0,179000
60,RL,IR1,Corner,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Gd,Y,Gd,Fin,Normal,11214,7,5,1998,0,930,956,930,0,1886,0,4,1,10,1998,2,89,0,0,199900
20,RL,IR2,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,16285,7,5,2001,0,1413,1430,0,0,1430,0,3,1,6,2001,2,0,0,0,187100
60,RL,Reg,Inside,NoRidge,Norm,Norm,CompShg,HdBoard,Gd,Gd,Gd,Ex,Y,Gd,RFn,Normal,9900,7,5,1993,256,1347,1372,1274,0,2646,1,4,1,9,1993,3,340,0,0,260000
20,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,Ex,Y,Gd,Fin,Normal,7800,5,7,1967,89,864,899,0,0,899,0,3,1,5,1967,1,64,0,0,130000
60,RL,Reg,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,Gd,Fin,Normal,7500,7,5,1999,0,994,1028,776,0,1804,0,3,1,7,1999,2,140,0,0,189000
20,RL,Reg,Inside,Timber,Norm,Norm,CompShg,VinylSd,Gd,Ex,Gd,Ex,Y,Gd,RFn,Partial,11443,8,5,2005,208,1868,2028,0,0,2028,1,2,1,7,2005,3,326,0,0,369900
70,RL,Reg,Inside,SWISU,Feedr,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,RFn,Normal,9842,5,6,1921,0,612,990,1611,0,2601,0,4,1,8,1998,2,183,0,0,189000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,Gd,Unf,Normal,7388,5,6,1959,0,1063,1327,0,0,1327,1,3,1,7,1974,2,0,0,0,150750
50,RL,Reg,Inside,0mes,Artery,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,Unf,Abnorml,17503,6,5,1948,0,912,912,546,0,1458,0,3,1,6,1948,1,192,0,0,97500
60,RL,Reg,Inside,0mes,PosN,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,RFn,Normal,7590,5,5,1962,288,864,876,936,0,1812,0,4,1,8,1962,1,0,0,0,169500
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,Gd,Unf,Normal,1680,6,8,1972,510,483,483,504,0,987,0,2,1,5,1972,1,250,0,0,118000
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,No,No,Ex,Y,Gd,Unf,Abnorml,11100,4,7,1946,0,0,930,0,0,930,0,2,1,6,1946,1,0,0,0,84900
50,RL,Reg,Corner,OldTown,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Family,10410,3,4,1915,0,672,694,520,0,1214,0,3,1,6,1998,3,216,0,0,105000
120,FV,IR1,CulDSac,Somerst,Norm,Norm,CompShg,MetalSd,Gd,Ex,Av,Ex,Y,Gd,Fin,Abnorml,5119,9,5,1999,60,1698,1709,0,0,1709,1,2,1,5,1999,2,97,0,0,328900
190,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,Wd Sdng,TA,TA,Av,Gd,N,TA,No,Normal,6780,6,8,1935,0,520,520,0,234,754,1,2,1,5,0,0,53,0,0,84500
70,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,Wd Sdng,TA,Gd,No,Ex,Y,TA,Unf,Normal,15576,6,7,1915,0,840,840,840,0,1680,0,4,1,8,1960,1,0,0,0,177000
30,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,Gd,Unf,Normal,6000,6,6,1925,0,1103,1103,0,0,1103,0,2,1,5,1976,2,166,0,0,110500
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,11248,9,5,2002,215,1626,1668,0,0,1668,1,3,1,7,2002,3,257,0,0,285000
30,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,N,TA,Unf,Normal,7200,5,4,1910,0,1022,1022,0,0,1022,1,2,1,4,1956,1,0,0,0,85000
50,RM,IR1,Inside,OldTown,Feedr,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,No,Abnorml,5586,6,7,1920,0,901,1088,110,0,1198,0,4,1,7,0,0,0,0,0,79900
70,RL,Reg,Inside,BrkSide,RRAn,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Unf,Normal,8730,6,7,1915,0,698,698,698,0,1396,0,3,1,7,2003,1,0,0,259,153575
20,RL,IR2,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Unf,Normal,9245,5,5,1994,0,990,990,0,0,990,0,3,1,5,1996,2,0,0,0,145000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,WdShing,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,8199,7,5,2005,0,728,728,728,0,1456,1,3,1,7,2005,2,36,0,0,189000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,8125,7,5,2005,0,756,756,797,0,1553,0,3,1,6,2005,2,0,0,0,186500
20,RL,IR1,Inside,Veenker,Norm,Norm,WdShngl,WdShing,Gd,Ex,Gd,Gd,Y,Gd,Fin,Normal,50271,9,5,1981,0,1842,1842,0,0,1842,2,0,1,5,1981,3,857,0,0,385000
60,RL,IR1,Corner,Timber,Norm,Norm,CompShg,VinylSd,Gd,Ex,No,Ex,Y,TA,Fin,Normal,9303,6,5,1996,42,872,888,868,0,1756,1,3,1,7,1996,2,144,0,0,204000
70,RL,Reg,Corner,SWISU,Norm,Norm,CompShg,Wd Sdng,TA,Gd,No,TA,N,Fa,Unf,Normal,6858,6,4,1915,0,806,841,806,0,1647,1,4,1,6,1920,1,0,0,0,128000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,10769,8,5,2007,0,866,866,902,0,1768,0,3,1,7,2007,2,144,0,0,212000
60,RL,IR2,CulDSac,StoneBr,Norm,Norm,CompShg,CemntBd,Ex,Gd,Gd,Ex,Y,Ex,Fin,Normal,53504,8,5,2003,603,1650,1690,1589,0,3279,1,4,1,12,2003,3,503,0,210,538000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,RFn,Abnorml,8658,6,5,1965,101,1088,1324,0,0,1324,0,3,1,6,1965,2,0,0,0,160000
20,RL,IR1,Inside,0mes,Feedr,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,12400,6,7,1958,176,1215,1215,0,0,1215,0,3,1,6,1958,1,0,0,234,155000
20,RL,Reg,Corner,SawyerW,Norm,Norm,CompShg,HdBoard,TA,Gd,No,TA,Y,TA,Unf,Normal,9672,6,5,1984,0,1040,1097,0,0,1097,0,3,1,6,1986,2,0,0,0,152000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,No,Abnorml,17217,5,5,2006,0,1140,1140,0,0,1140,0,3,1,6,0,0,36,0,0,84500
90,RL,Reg,Corner,0mes,Norm,Norm,CompShg,BrkFace,TA,No,No,Fa,N,TA,Unf,Normal,8544,3,4,1950,0,0,1040,0,0,1040,0,2,2,6,1987,2,0,0,0,92900
20,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,VinylSd,TA,Gd,No,TA,Y,Gd,Unf,Normal,9600,4,7,1950,0,1067,1067,0,0,1067,0,2,1,4,1996,2,290,0,0,128000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Normal,8892,5,5,1960,66,1065,1065,0,0,1065,0,3,1,6,1974,2,74,0,0,126500
160,FV,Reg,Corner,Somerst,Norm,Norm,CompShg,MetalSd,TA,Gd,No,Gd,Y,TA,Unf,Normal,3230,6,5,1999,1129,729,729,729,0,1458,0,2,1,5,1999,2,0,0,0,176000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,Fa,Unf,Normal,10434,4,5,1955,0,1005,1005,0,0,1005,0,2,1,5,1977,2,0,0,0,115000
180,RM,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,Gd,Gd,Gd,Y,TA,Fin,Normal,3675,5,5,2005,80,547,1072,0,0,1072,1,2,1,5,2005,2,0,0,0,145000
60,FV,IR1,Corner,Somerst,Norm,Norm,CompShg,CemntBd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,11143,8,5,2004,0,1580,1580,886,0,2466,0,4,1,8,2004,2,159,0,0,340000
90,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,HdBoard,TA,TA,Av,TA,Y,TA,Unf,Normal,25000,5,4,1967,0,1632,1632,0,0,1632,0,4,2,8,1967,2,0,0,0,143000
60,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Normal,7056,6,5,1963,415,780,983,813,0,1796,1,4,1,8,1963,2,0,0,0,140000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Gd,Y,Gd,RFn,Partial,10728,8,5,2006,0,1095,1095,844,0,1939,0,3,1,8,2006,3,192,0,0,266000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,HdBoard,TA,TA,Gd,Gd,Y,TA,Unf,Normal,25286,4,5,1963,0,1064,1040,0,0,1040,1,3,1,5,1963,2,0,0,0,132250
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,CemntBd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Partial,8640,8,5,2009,72,1300,1314,0,0,1314,1,3,1,6,2009,2,135,0,0,229456
60,RL,IR1,Corner,NoRidge,Norm,Norm,CompShg,Wd Sdng,Gd,Ex,Av,Ex,Y,Ex,Fin,Abnorml,15623,10,5,1996,0,2396,2411,2065,0,4476,1,4,1,10,1996,3,171,0,0,745000
20,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,13350,5,5,1974,0,864,894,0,0,894,1,3,1,5,1974,2,241,0,0,142500
20,FV,IR1,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,7862,6,5,2009,0,1218,1218,0,0,1218,0,2,1,4,2009,2,0,0,0,208300
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,10264,7,5,1999,183,1588,1588,0,0,1588,0,3,1,6,1999,2,158,0,0,214000
20,RL,Reg,Inside,Gilbert,RRAn,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,10237,6,5,2005,0,1316,1316,0,0,1316,0,3,1,6,2005,2,100,23,0,169990
20,RL,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,10000,8,5,2006,410,1588,1588,0,0,1588,0,3,1,7,2006,3,144,0,0,227000
70,RM,IR1,FR3,BrkSide,RRNn,Feedr,CompShg,Wd Sdng,TA,Fa,Mn,Ex,Y,TA,Fin,Normal,6155,6,8,1920,0,611,751,611,0,1362,0,3,1,6,1920,2,0,0,0,128000
190,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,No,Partial,4456,4,5,1920,0,736,736,716,0,1452,0,2,3,8,0,0,0,0,0,113000
20,RL,IR1,Corner,Sawyer,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Unf,Family,8978,5,5,1968,0,948,948,0,0,948,0,3,1,6,1968,1,147,0,0,108000
160,RM,Reg,Inside,MeadowV,Norm,Norm,CompShg,CemntBd,TA,TA,No,TA,Y,TA,RFn,Normal,1974,4,5,1973,0,546,546,546,0,1092,0,3,1,6,1973,1,120,0,0,83500
20,RL,Reg,Inside,ClearCr,Norm,Norm,CompShg,BrkFace,TA,Gd,Gd,Gd,Y,TA,RFn,Normal,13500,6,7,1960,0,1602,1252,0,0,1252,1,1,1,4,1960,2,409,0,0,235000
60,RL,IR1,CulDSac,SawyerW,RRNe,Norm,CompShg,HdBoard,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,9453,7,7,1993,0,996,1014,730,0,1744,0,3,1,7,1993,2,370,238,0,194500
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,7134,5,5,1955,0,384,1360,0,0,1360,0,3,1,6,1962,2,0,0,0,130000
120,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,Plywood,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,7892,6,5,1993,0,1199,1199,0,0,1199,0,2,1,5,1993,2,0,0,0,153900
20,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Normal,8281,5,5,1965,0,864,864,0,0,864,0,3,1,5,1965,1,0,0,0,62383
20,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,Plywood,TA,TA,No,Gd,Y,TA,RFn,Normal,10335,5,6,1968,0,1461,1721,0,0,1721,0,3,1,7,1968,2,0,0,0,180000
30,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Fin,Normal,6900,5,6,1940,0,740,778,0,0,778,0,2,1,4,1966,1,0,0,0,120500
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,3182,8,5,2004,16,1256,1269,0,0,1269,0,2,1,6,2004,2,146,0,144,192000
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Fin,Normal,10921,4,5,1965,48,960,960,0,0,960,1,3,1,6,1965,1,120,0,0,94750
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Partial,8990,7,5,2006,0,1498,1498,0,0,1498,0,2,1,5,2006,2,351,0,0,204900
20,RL,Reg,Inside,Timber,Norm,Norm,CompShg,VinylSd,TA,TA,Gd,Gd,Y,TA,RFn,Normal,16905,5,6,1959,0,1350,1328,0,0,1328,0,2,1,5,1959,1,0,0,0,170000
90,RL,IR1,CulDSac,Edwards,Norm,Norm,Tar&Grv,WdShing,TA,Gd,Gd,TA,Y,TA,No,AdjLand,9400,6,5,1975,250,945,980,0,0,980,0,4,0,4,0,0,0,0,0,127500
60,RL,Reg,Inside,NWAmes,PosA,Norm,WdShake,WdShing,TA,Gd,No,TA,Y,TA,RFn,Normal,11952,7,6,1977,0,808,1161,808,0,1969,0,3,1,8,1977,2,0,0,276,190000
20,RL,IR1,Inside,Somerst,RRAn,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,11957,8,5,2006,53,1574,1574,0,0,1574,0,3,1,7,2006,3,144,0,0,232000
